subsample,n_estimators,max_depth,learning_rate,colsample_bytree,colsample_bylevel,roc_auc, F1,recall,precision
0.9,1000,3,0.2,0.9,0.7,0.682,0.348,0.588,0.247
0.8,1000,3,0.2,0.8,0.9,0.682,0.349,0.585,0.249
0.8,1000,3,0.2,0.8,0.9,0.682,0.349,0.585,0.249
0.8,1000,3,0.2,0.8,0.9,0.682,0.349,0.585,0.249
0.8,1000,3,0.2,0.8,0.9,0.682,0.349,0.585,0.249
0.9,1000,3,0.3,0.6,0.8,0.682,0.351,0.577,0.252
0.9,1000,3,0.3,0.6,0.8,0.682,0.351,0.577,0.252
0.9,1000,3,0.3,0.6,0.8,0.682,0.351,0.577,0.252
0.9,1000,3,0.3,0.6,0.8,0.682,0.351,0.577,0.252
0.9,1000,3,0.3,0.5,0.9,0.682,0.352,0.574,0.254
0.9,1000,3,0.3,0.5,0.9,0.682,0.352,0.574,0.254
0.9,1000,3,0.3,0.5,0.9,0.682,0.352,0.574,0.254
0.9,1000,3,0.3,0.5,0.9,0.682,0.352,0.574,0.254
0.9,1000,3,0.3,0.5,0.9,0.682,0.352,0.574,0.254
0.9,1000,3,0.3,0.5,0.9,0.682,0.352,0.574,0.254
0.9,1000,3,0.3,0.5,0.9,0.682,0.352,0.574,0.254
0.9,1000,3,0.3,0.5,0.9,0.682,0.352,0.574,0.254
0.9,500,5,0.1,0.5,0.6,0.682,0.354,0.57,0.257
0.9,500,5,0.1,0.5,0.6,0.682,0.354,0.57,0.257
0.9,1000,3,0.2,0.6,0.7,0.681,0.345,0.592,0.243
0.9,1000,3,0.2,0.6,0.7,0.681,0.345,0.592,0.243
0.9,500,3,0.3,0.9,0.9,0.681,0.344,0.592,0.243
0.9,1000,3,0.2,0.6,0.7,0.681,0.345,0.592,0.243
0.9,1000,3,0.2,0.6,0.7,0.681,0.345,0.592,0.243
0.9,500,3,0.3,0.9,0.9,0.681,0.344,0.592,0.243
0.9,500,3,0.3,0.9,0.9,0.681,0.344,0.592,0.243
0.9,500,3,0.3,0.9,0.9,0.681,0.344,0.592,0.243
0.9,500,3,0.3,0.9,0.9,0.681,0.344,0.592,0.243
0.9,500,3,0.3,0.9,0.9,0.681,0.344,0.592,0.243
0.9,500,3,0.4,0.6,0.5,0.681,0.345,0.592,0.243
0.9,500,3,0.3,0.9,0.9,0.681,0.344,0.592,0.243
0.9,500,3,0.3,0.9,0.9,0.681,0.344,0.592,0.243
0.8,500,3,0.4,0.5,0.9,0.681,0.344,0.592,0.243
0.8,500,3,0.4,0.5,0.9,0.681,0.344,0.592,0.243
0.9,500,3,0.4,0.6,0.5,0.681,0.345,0.592,0.243
0.8,1000,3,0.2,0.9,0.8,0.681,0.346,0.588,0.246
0.8,1000,3,0.2,0.9,0.8,0.681,0.346,0.588,0.246
0.8,1000,3,0.2,0.9,0.8,0.681,0.346,0.588,0.246
0.8,1000,3,0.2,0.9,0.8,0.681,0.346,0.588,0.246
0.8,1000,3,0.3,0.9,0.9,0.681,0.353,0.567,0.256
0.8,1000,3,0.3,0.9,0.9,0.681,0.353,0.567,0.256
0.8,1000,3,0.3,0.9,0.9,0.681,0.353,0.567,0.256
0.8,1000,3,0.3,0.9,0.9,0.681,0.353,0.567,0.256
0.8,1000,3,0.3,0.9,0.9,0.681,0.353,0.567,0.256
0.8,1000,3,0.3,0.9,0.9,0.681,0.353,0.567,0.256
0.8,1000,3,0.3,0.9,0.9,0.681,0.353,0.567,0.256
0.8,1000,3,0.3,0.9,0.9,0.681,0.353,0.567,0.256
0.9,500,5,0.1,0.9,0.6,0.681,0.355,0.563,0.259
0.9,500,5,0.1,0.9,0.6,0.681,0.355,0.563,0.259
0.9,500,5,0.1,0.9,0.6,0.681,0.355,0.563,0.259
0.9,500,5,0.1,0.9,0.6,0.681,0.355,0.563,0.259
0.9,500,5,0.1,0.7,0.7,0.681,0.357,0.56,0.262
0.9,500,5,0.1,0.7,0.7,0.681,0.357,0.56,0.262
0.8,500,3,0.4,0.9,0.6,0.68,0.343,0.595,0.241
0.8,500,3,0.4,0.9,0.6,0.68,0.343,0.595,0.241
0.9,500,3,0.4,0.8,0.5,0.68,0.345,0.588,0.244
0.9,500,3,0.4,0.8,0.5,0.68,0.345,0.588,0.244
0.8,500,3,0.4,0.9,0.7,0.68,0.346,0.585,0.246
0.8,500,3,0.4,0.9,0.7,0.68,0.346,0.585,0.246
0.8,1000,3,0.3,0.5,0.8,0.68,0.347,0.581,0.247
0.8,1000,3,0.3,0.5,0.8,0.68,0.347,0.581,0.247
0.9,500,3,0.4,0.6,0.8,0.679,0.34,0.599,0.237
0.9,500,3,0.4,0.6,0.8,0.679,0.34,0.599,0.237
0.8,500,3,0.4,0.5,0.7,0.679,0.343,0.592,0.241
0.9,500,3,0.4,0.8,0.8,0.679,0.343,0.588,0.242
0.9,500,3,0.4,0.8,0.8,0.679,0.343,0.588,0.242
0.8,500,3,0.4,0.9,0.8,0.679,0.344,0.585,0.243
0.8,500,3,0.4,0.9,0.8,0.679,0.344,0.585,0.243
0.8,1000,3,0.3,0.5,0.9,0.679,0.347,0.577,0.248
0.8,1000,3,0.3,0.5,0.9,0.679,0.347,0.577,0.248
0.8,1000,3,0.3,0.5,0.9,0.679,0.347,0.577,0.248
0.8,1000,3,0.3,0.5,0.9,0.679,0.347,0.577,0.248
0.9,1000,3,0.3,0.5,0.7,0.679,0.348,0.57,0.25
0.9,1000,3,0.3,0.5,0.7,0.679,0.348,0.57,0.25
0.9,1000,3,0.3,0.5,0.7,0.679,0.348,0.57,0.25
0.9,1000,3,0.3,0.5,0.7,0.679,0.348,0.57,0.25
0.8,1000,3,0.3,0.9,0.7,0.679,0.35,0.567,0.253
0.8,1000,3,0.3,0.9,0.7,0.679,0.35,0.567,0.253
0.8,1000,3,0.3,0.9,0.7,0.679,0.35,0.567,0.253
0.8,1000,3,0.3,0.9,0.7,0.679,0.35,0.567,0.253
0.9,500,5,0.1,0.8,0.5,0.679,0.351,0.563,0.255
0.9,500,5,0.1,0.8,0.5,0.679,0.351,0.563,0.255
0.8,500,5,0.1,0.6,0.7,0.679,0.353,0.56,0.258
0.9,500,5,0.1,0.7,0.8,0.679,0.353,0.556,0.259
0.9,500,5,0.1,0.7,0.8,0.679,0.353,0.556,0.259
0.8,500,5,0.1,0.7,0.9,0.679,0.357,0.546,0.265
0.8,500,5,0.1,0.7,0.9,0.679,0.357,0.546,0.265
0.8,500,3,0.4,0.5,0.6,0.678,0.34,0.592,0.239
0.9,1000,3,0.3,0.5,0.5,0.678,0.342,0.585,0.242
0.9,1000,3,0.3,0.5,0.5,0.678,0.342,0.585,0.242
0.9,1000,3,0.3,0.5,0.5,0.678,0.342,0.585,0.242
0.9,1000,3,0.3,0.5,0.5,0.678,0.342,0.585,0.242
0.9,500,3,0.4,0.7,0.8,0.678,0.342,0.585,0.242
0.9,500,3,0.4,0.7,0.8,0.678,0.342,0.585,0.242
0.8,1000,3,0.3,0.5,0.5,0.678,0.343,0.581,0.243
0.8,1000,3,0.3,0.5,0.5,0.678,0.343,0.581,0.243
0.9,500,3,0.4,0.6,0.9,0.677,0.341,0.585,0.241
0.9,500,3,0.4,0.6,0.9,0.677,0.341,0.585,0.241
0.9,500,3,0.4,0.6,0.9,0.677,0.341,0.585,0.241
0.9,500,3,0.4,0.6,0.9,0.677,0.341,0.585,0.241
0.9,1000,3,0.3,0.5,0.8,0.677,0.345,0.574,0.247
0.9,1000,3,0.3,0.5,0.8,0.677,0.345,0.574,0.247
0.9,1000,3,0.3,0.5,0.8,0.677,0.345,0.574,0.247
0.9,1000,3,0.3,0.5,0.8,0.677,0.345,0.574,0.247
0.9,1000,3,0.3,0.9,0.7,0.677,0.347,0.567,0.25
0.9,1000,3,0.3,0.9,0.7,0.677,0.347,0.567,0.25
0.9,1000,3,0.3,0.9,0.7,0.677,0.347,0.567,0.25
0.9,1000,3,0.3,0.9,0.7,0.677,0.347,0.567,0.25
0.9,1000,3,0.3,0.9,0.7,0.677,0.347,0.567,0.25
0.9,1000,3,0.3,0.9,0.7,0.677,0.347,0.567,0.25
0.9,1000,3,0.3,0.9,0.7,0.677,0.347,0.567,0.25
0.9,1000,3,0.3,0.9,0.7,0.677,0.347,0.567,0.25
0.8,1000,3,0.4,0.5,0.6,0.677,0.347,0.563,0.251
0.8,1000,3,0.4,0.5,0.6,0.677,0.347,0.563,0.251
0.9,500,5,0.1,0.5,0.7,0.677,0.349,0.56,0.253
0.8,500,5,0.1,0.5,0.5,0.677,0.349,0.56,0.254
0.8,500,5,0.1,0.7,0.5,0.677,0.348,0.56,0.253
0.9,500,5,0.1,0.5,0.7,0.677,0.349,0.56,0.253
0.9,500,5,0.1,0.6,0.7,0.677,0.351,0.556,0.256
0.9,500,5,0.1,0.6,0.8,0.677,0.351,0.556,0.256
0.9,500,5,0.1,0.6,0.7,0.677,0.351,0.556,0.256
0.9,500,5,0.1,0.6,0.8,0.677,0.351,0.556,0.256
0.8,500,5,0.1,0.8,0.9,0.677,0.355,0.546,0.263
0.8,500,5,0.1,0.8,0.9,0.677,0.355,0.546,0.263
0.9,500,3,0.4,0.5,0.7,0.676,0.339,0.585,0.239
0.9,500,3,0.4,0.5,0.7,0.676,0.339,0.585,0.239
0.9,500,3,0.4,0.9,0.6,0.676,0.34,0.581,0.24
0.9,500,3,0.4,0.9,0.6,0.676,0.34,0.581,0.24
0.9,500,3,0.4,0.9,0.6,0.676,0.34,0.581,0.24
0.9,500,3,0.4,0.9,0.6,0.676,0.34,0.581,0.24
0.8,1000,3,0.2,0.9,0.9,0.676,0.342,0.577,0.243
0.8,1000,3,0.2,0.9,0.9,0.676,0.342,0.577,0.243
0.8,1000,3,0.2,0.9,0.9,0.676,0.342,0.577,0.243
0.8,1000,3,0.2,0.9,0.9,0.676,0.342,0.577,0.243
0.8,1000,3,0.2,0.9,0.9,0.676,0.342,0.577,0.243
0.8,1000,3,0.2,0.9,0.9,0.676,0.342,0.577,0.243
0.8,1000,3,0.2,0.9,0.9,0.676,0.342,0.577,0.243
0.8,1000,3,0.2,0.9,0.9,0.676,0.342,0.577,0.243
0.8,1000,3,0.3,0.5,0.6,0.676,0.343,0.574,0.244
0.8,1000,3,0.3,0.5,0.6,0.676,0.343,0.574,0.244
0.9,1000,3,0.3,0.7,0.7,0.676,0.344,0.57,0.246
0.9,1000,3,0.3,0.7,0.7,0.676,0.344,0.57,0.246
0.8,1000,3,0.3,0.6,0.8,0.676,0.344,0.57,0.247
0.8,1000,3,0.3,0.6,0.8,0.676,0.344,0.57,0.247
0.9,1000,3,0.3,0.7,0.7,0.676,0.344,0.57,0.246
0.9,1000,3,0.3,0.7,0.7,0.676,0.344,0.57,0.246
0.9,500,5,0.1,0.5,0.5,0.676,0.346,0.563,0.25
0.9,500,5,0.1,0.5,0.5,0.676,0.346,0.563,0.25
0.9,1000,3,0.3,0.8,0.9,0.676,0.347,0.56,0.251
0.9,1000,3,0.3,0.8,0.9,0.676,0.347,0.56,0.251
0.9,1000,3,0.3,0.8,0.9,0.676,0.347,0.56,0.251
0.9,1000,3,0.3,0.8,0.9,0.676,0.347,0.56,0.251
0.9,1000,3,0.3,0.8,0.9,0.676,0.347,0.56,0.251
0.9,1000,3,0.3,0.8,0.9,0.676,0.347,0.56,0.251
0.9,1000,3,0.3,0.8,0.9,0.676,0.347,0.56,0.251
0.9,1000,3,0.3,0.8,0.9,0.676,0.347,0.56,0.251
0.9,1000,3,0.3,0.6,0.6,0.675,0.341,0.57,0.244
0.9,1000,3,0.3,0.6,0.6,0.675,0.341,0.57,0.244
0.9,1000,3,0.3,0.6,0.6,0.675,0.341,0.57,0.244
0.9,1000,3,0.3,0.6,0.6,0.675,0.341,0.57,0.244
0.9,500,5,0.1,0.6,0.6,0.675,0.347,0.556,0.252
0.9,500,5,0.1,0.6,0.6,0.675,0.347,0.556,0.252
0.8,1000,3,0.4,0.5,0.9,0.675,0.348,0.553,0.254
0.8,1000,3,0.4,0.5,0.9,0.675,0.348,0.553,0.254
0.8,1000,3,0.4,0.5,0.9,0.675,0.348,0.553,0.254
0.8,1000,3,0.4,0.5,0.9,0.675,0.348,0.553,0.254
0.9,500,5,0.1,0.6,0.9,0.675,0.349,0.549,0.255
0.9,500,5,0.1,0.6,0.9,0.675,0.349,0.549,0.255
0.9,500,5,0.1,0.7,0.9,0.675,0.35,0.549,0.257
0.9,500,5,0.1,0.7,0.9,0.675,0.35,0.549,0.257
0.9,500,5,0.1,0.6,0.9,0.675,0.349,0.549,0.255
0.9,500,5,0.1,0.6,0.9,0.675,0.349,0.549,0.255
0.9,500,5,0.1,0.7,0.9,0.675,0.35,0.549,0.257
0.9,500,5,0.1,0.7,0.9,0.675,0.35,0.549,0.257
0.9,500,5,0.1,0.9,0.8,0.675,0.351,0.546,0.259
0.9,500,5,0.1,0.9,0.8,0.675,0.351,0.546,0.259
0.9,500,5,0.1,0.9,0.8,0.675,0.351,0.546,0.259
0.9,500,5,0.1,0.9,0.8,0.675,0.351,0.546,0.259
0.9,500,3,0.4,0.8,0.9,0.674,0.339,0.577,0.24
0.9,500,3,0.4,0.8,0.9,0.674,0.339,0.577,0.24
0.9,500,3,0.4,0.8,0.9,0.674,0.339,0.577,0.24
0.9,500,3,0.4,0.8,0.9,0.674,0.339,0.577,0.24
0.9,500,3,0.4,0.9,0.5,0.674,0.34,0.574,0.241
0.9,500,3,0.4,0.9,0.5,0.674,0.34,0.574,0.241
0.9,500,3,0.4,0.9,0.5,0.674,0.34,0.574,0.241
0.9,500,3,0.4,0.9,0.5,0.674,0.34,0.574,0.241
0.8,1000,3,0.3,0.8,0.8,0.674,0.344,0.556,0.249
0.8,1000,3,0.3,0.8,0.8,0.674,0.344,0.556,0.249
0.9,500,5,0.1,0.7,0.6,0.674,0.347,0.549,0.254
0.8,500,5,0.1,0.5,0.8,0.674,0.347,0.549,0.254
0.9,500,5,0.1,0.7,0.6,0.674,0.347,0.549,0.254
0.8,1000,3,0.4,0.9,0.6,0.674,0.348,0.546,0.256
0.8,1000,3,0.4,0.9,0.6,0.674,0.348,0.546,0.256
0.8,1000,3,0.4,0.9,0.6,0.674,0.348,0.546,0.256
0.8,1000,3,0.4,0.9,0.6,0.674,0.348,0.546,0.256
0.8,500,5,0.1,0.9,0.6,0.674,0.351,0.539,0.26
0.8,500,5,0.1,0.9,0.6,0.674,0.351,0.539,0.26
0.9,1000,3,0.3,0.7,0.8,0.673,0.339,0.57,0.241
0.9,1000,3,0.3,0.7,0.8,0.673,0.339,0.57,0.241
0.9,1000,3,0.3,0.7,0.8,0.673,0.339,0.57,0.241
0.9,1000,3,0.3,0.7,0.8,0.673,0.339,0.57,0.241
0.9,1000,3,0.3,0.9,0.5,0.673,0.34,0.567,0.243
0.9,1000,3,0.3,0.9,0.5,0.673,0.34,0.567,0.243
0.9,1000,3,0.3,0.9,0.5,0.673,0.34,0.567,0.243
0.9,1000,3,0.3,0.9,0.5,0.673,0.34,0.567,0.243
0.9,1000,3,0.3,0.9,0.5,0.673,0.34,0.567,0.243
0.9,1000,3,0.3,0.9,0.5,0.673,0.34,0.567,0.243
0.9,1000,3,0.3,0.9,0.5,0.673,0.34,0.567,0.243
0.9,1000,3,0.3,0.9,0.5,0.673,0.34,0.567,0.243
0.9,1000,3,0.4,0.5,0.7,0.673,0.342,0.56,0.246
0.9,1000,3,0.4,0.5,0.7,0.673,0.342,0.56,0.246
0.9,1000,3,0.4,0.5,0.7,0.673,0.342,0.56,0.246
0.9,1000,3,0.4,0.5,0.7,0.673,0.342,0.56,0.246
0.8,500,5,0.1,0.7,0.8,0.673,0.346,0.549,0.252
0.9,500,3,0.4,0.7,0.5,0.672,0.334,0.577,0.235
0.9,500,3,0.4,0.7,0.5,0.672,0.334,0.577,0.235
0.9,1000,3,0.3,0.6,0.7,0.672,0.34,0.56,0.244
0.9,1000,3,0.3,0.6,0.7,0.672,0.34,0.56,0.244
0.8,1000,3,0.3,0.6,0.6,0.672,0.341,0.56,0.245
0.8,1000,3,0.3,0.6,0.6,0.672,0.341,0.56,0.245
0.8,1000,3,0.3,0.6,0.9,0.672,0.341,0.56,0.245
0.8,1000,3,0.3,0.6,0.9,0.672,0.341,0.56,0.245
0.8,1000,3,0.3,0.6,0.9,0.672,0.341,0.56,0.245
0.8,1000,3,0.3,0.6,0.9,0.672,0.341,0.56,0.245
0.9,1000,3,0.3,0.6,0.7,0.672,0.34,0.56,0.244
0.9,1000,3,0.3,0.6,0.7,0.672,0.34,0.56,0.244
0.8,1000,3,0.3,0.7,0.8,0.672,0.341,0.556,0.246
0.8,1000,3,0.3,0.7,0.8,0.672,0.341,0.556,0.246
0.9,1000,3,0.4,0.5,0.9,0.672,0.343,0.553,0.249
0.9,1000,3,0.4,0.5,0.9,0.672,0.343,0.553,0.249
0.9,1000,3,0.4,0.5,0.9,0.672,0.343,0.553,0.249
0.9,1000,3,0.4,0.5,0.9,0.672,0.343,0.553,0.249
0.9,1000,3,0.4,0.5,0.9,0.672,0.343,0.553,0.249
0.9,1000,3,0.4,0.5,0.9,0.672,0.343,0.553,0.249
0.9,1000,3,0.4,0.5,0.9,0.672,0.343,0.553,0.249
0.9,1000,3,0.4,0.5,0.9,0.672,0.343,0.553,0.249
0.8,1000,3,0.4,0.7,0.7,0.672,0.344,0.549,0.251
0.8,1000,3,0.4,0.7,0.7,0.672,0.344,0.549,0.251
0.8,500,5,0.1,0.5,0.7,0.672,0.345,0.546,0.252
0.8,500,5,0.1,0.5,0.9,0.672,0.345,0.546,0.252
0.8,500,5,0.1,0.5,0.9,0.672,0.345,0.546,0.252
0.9,1000,3,0.4,0.9,0.9,0.672,0.347,0.542,0.255
0.9,1000,3,0.4,0.9,0.9,0.672,0.347,0.542,0.255
0.9,1000,3,0.4,0.9,0.9,0.672,0.347,0.542,0.255
0.9,1000,3,0.4,0.9,0.9,0.672,0.347,0.542,0.255
0.9,1000,3,0.4,0.9,0.9,0.672,0.347,0.542,0.255
0.9,1000,3,0.4,0.9,0.9,0.672,0.347,0.542,0.255
0.9,1000,3,0.4,0.9,0.9,0.672,0.347,0.542,0.255
0.9,1000,3,0.4,0.9,0.9,0.672,0.347,0.542,0.255
0.9,1000,3,0.4,0.9,0.9,0.672,0.347,0.542,0.255
0.9,1000,3,0.4,0.9,0.9,0.672,0.347,0.542,0.255
0.9,1000,3,0.4,0.9,0.9,0.672,0.347,0.542,0.255
0.9,1000,3,0.4,0.9,0.9,0.672,0.347,0.542,0.255
0.9,1000,3,0.4,0.9,0.9,0.672,0.347,0.542,0.255
0.9,1000,3,0.4,0.9,0.9,0.672,0.347,0.542,0.255
0.9,1000,3,0.4,0.9,0.9,0.672,0.347,0.542,0.255
0.9,1000,3,0.4,0.9,0.9,0.672,0.347,0.542,0.255
0.8,500,5,0.1,0.8,0.8,0.672,0.346,0.542,0.255
0.9,1000,3,0.3,0.6,0.5,0.671,0.337,0.563,0.241
0.9,1000,3,0.3,0.6,0.5,0.671,0.337,0.563,0.241
0.9,1000,3,0.3,0.9,0.6,0.671,0.337,0.563,0.241
0.9,1000,3,0.3,0.9,0.6,0.671,0.337,0.563,0.241
0.9,1000,3,0.3,0.9,0.6,0.671,0.337,0.563,0.241
0.9,1000,3,0.3,0.9,0.6,0.671,0.337,0.563,0.241
0.9,1000,3,0.3,0.6,0.5,0.671,0.337,0.563,0.241
0.9,1000,3,0.3,0.6,0.5,0.671,0.337,0.563,0.241
0.9,1000,3,0.3,0.9,0.6,0.671,0.337,0.563,0.241
0.9,1000,3,0.3,0.9,0.6,0.671,0.337,0.563,0.241
0.9,1000,3,0.3,0.9,0.6,0.671,0.337,0.563,0.241
0.9,1000,3,0.3,0.9,0.6,0.671,0.337,0.563,0.241
0.8,1000,3,0.3,0.9,0.5,0.671,0.339,0.56,0.243
0.8,1000,3,0.3,0.9,0.5,0.671,0.339,0.56,0.243
0.8,1000,3,0.3,0.9,0.5,0.671,0.339,0.56,0.243
0.8,1000,3,0.3,0.9,0.5,0.671,0.339,0.56,0.243
0.9,1000,3,0.4,0.5,0.8,0.671,0.343,0.549,0.249
0.9,1000,3,0.4,0.5,0.8,0.671,0.343,0.549,0.249
0.8,1000,3,0.4,0.5,0.8,0.671,0.343,0.549,0.249
0.8,1000,3,0.4,0.5,0.8,0.671,0.343,0.549,0.249
0.9,1000,3,0.4,0.5,0.8,0.671,0.343,0.549,0.249
0.9,1000,3,0.4,0.5,0.8,0.671,0.343,0.549,0.249
0.8,1000,3,0.4,0.8,0.6,0.671,0.345,0.542,0.252
0.8,1000,3,0.4,0.8,0.6,0.671,0.345,0.542,0.252
0.9,500,5,0.1,0.8,0.6,0.671,0.345,0.542,0.252
0.9,500,5,0.1,0.8,0.6,0.671,0.345,0.542,0.252
0.8,500,5,0.1,0.9,0.8,0.671,0.349,0.532,0.259
0.8,500,5,0.1,0.9,0.8,0.671,0.349,0.532,0.259
0.9,500,3,0.4,0.9,0.8,0.67,0.333,0.574,0.235
0.9,500,3,0.4,0.9,0.8,0.67,0.333,0.574,0.235
0.9,500,3,0.4,0.9,0.8,0.67,0.333,0.574,0.235
0.9,500,3,0.4,0.9,0.8,0.67,0.333,0.574,0.235
0.8,500,3,0.4,0.6,0.9,0.67,0.334,0.567,0.237
0.8,500,3,0.4,0.6,0.9,0.67,0.334,0.567,0.237
0.9,1000,3,0.3,0.7,0.6,0.67,0.337,0.56,0.241
0.9,1000,3,0.3,0.7,0.6,0.67,0.337,0.56,0.241
0.9,1000,3,0.3,0.7,0.6,0.67,0.337,0.56,0.241
0.9,1000,3,0.3,0.7,0.6,0.67,0.337,0.56,0.241
0.9,1000,3,0.3,0.7,0.9,0.67,0.34,0.553,0.246
0.9,1000,3,0.3,0.7,0.9,0.67,0.34,0.553,0.246
0.9,1000,3,0.3,0.7,0.9,0.67,0.34,0.553,0.246
0.9,1000,3,0.3,0.7,0.9,0.67,0.34,0.553,0.246
0.8,1000,3,0.3,0.8,0.9,0.67,0.34,0.553,0.245
0.8,1000,3,0.3,0.8,0.9,0.67,0.34,0.553,0.245
0.8,1000,3,0.3,0.8,0.9,0.67,0.34,0.553,0.245
0.9,1000,3,0.3,0.7,0.9,0.67,0.34,0.553,0.246
0.9,1000,3,0.3,0.7,0.9,0.67,0.34,0.553,0.246
0.9,1000,3,0.3,0.7,0.9,0.67,0.34,0.553,0.246
0.9,1000,3,0.3,0.7,0.9,0.67,0.34,0.553,0.246
0.8,1000,3,0.3,0.8,0.9,0.67,0.34,0.553,0.245
0.8,1000,3,0.4,0.7,0.5,0.67,0.342,0.546,0.249
0.8,1000,3,0.4,0.7,0.5,0.67,0.342,0.546,0.249
0.9,500,5,0.1,0.9,0.5,0.67,0.343,0.542,0.251
0.9,500,5,0.1,0.9,0.7,0.67,0.344,0.542,0.252
0.9,500,5,0.1,0.9,0.5,0.67,0.343,0.542,0.251
0.8,500,5,0.1,0.6,0.8,0.67,0.343,0.542,0.251
0.9,500,5,0.1,0.9,0.7,0.67,0.344,0.542,0.252
0.9,500,5,0.1,0.9,0.5,0.67,0.343,0.542,0.251
0.9,500,5,0.1,0.9,0.7,0.67,0.344,0.542,0.252
0.9,500,5,0.1,0.9,0.5,0.67,0.343,0.542,0.251
0.9,500,5,0.1,0.9,0.7,0.67,0.344,0.542,0.252
0.8,1000,3,0.4,0.8,0.8,0.67,0.344,0.539,0.252
0.8,1000,3,0.4,0.8,0.8,0.67,0.344,0.539,0.252
0.8,500,5,0.1,0.7,0.7,0.67,0.345,0.539,0.253
0.9,1000,3,0.4,0.8,0.8,0.67,0.345,0.535,0.255
0.9,1000,3,0.4,0.8,0.8,0.67,0.345,0.535,0.255
0.9,1000,3,0.4,0.8,0.8,0.67,0.345,0.535,0.255
0.9,1000,3,0.4,0.8,0.8,0.67,0.345,0.535,0.255
0.9,500,5,0.1,0.8,0.7,0.67,0.345,0.535,0.254
0.9,500,5,0.1,0.8,0.7,0.67,0.345,0.535,0.254
0.8,500,5,0.1,0.6,0.9,0.67,0.346,0.532,0.256
0.8,500,5,0.1,0.6,0.9,0.67,0.346,0.532,0.256
0.8,1000,3,0.3,0.6,0.7,0.669,0.335,0.56,0.239
0.8,1000,3,0.3,0.6,0.7,0.669,0.335,0.56,0.239
0.9,1000,3,0.3,0.8,0.8,0.669,0.338,0.553,0.243
0.9,1000,3,0.3,0.8,0.8,0.669,0.338,0.553,0.243
0.8,1000,3,0.3,0.9,0.6,0.669,0.337,0.553,0.243
0.8,1000,3,0.3,0.9,0.6,0.669,0.337,0.553,0.243
0.8,1000,3,0.3,0.9,0.6,0.669,0.337,0.553,0.243
0.8,1000,3,0.3,0.9,0.6,0.669,0.337,0.553,0.243
0.9,1000,3,0.3,0.8,0.8,0.669,0.338,0.553,0.243
0.9,1000,3,0.3,0.8,0.8,0.669,0.338,0.553,0.243
0.9,1000,3,0.4,0.7,0.7,0.669,0.341,0.542,0.249
0.9,1000,3,0.4,0.7,0.7,0.669,0.341,0.542,0.249
0.9,1000,3,0.4,0.7,0.7,0.669,0.341,0.542,0.249
0.9,1000,3,0.4,0.7,0.7,0.669,0.341,0.542,0.249
0.8,500,5,0.1,0.5,0.6,0.669,0.341,0.542,0.249
0.9,500,5,0.1,0.9,0.9,0.669,0.344,0.535,0.253
0.9,500,5,0.1,0.9,0.9,0.669,0.344,0.535,0.253
0.8,500,5,0.1,0.9,0.5,0.669,0.343,0.535,0.252
0.8,500,5,0.1,0.9,0.5,0.669,0.343,0.535,0.252
0.9,500,5,0.1,0.9,0.9,0.669,0.344,0.535,0.253
0.9,500,5,0.1,0.9,0.9,0.669,0.344,0.535,0.253
0.9,500,5,0.1,0.9,0.9,0.669,0.344,0.535,0.253
0.9,500,5,0.1,0.9,0.9,0.669,0.344,0.535,0.253
0.9,500,5,0.1,0.9,0.9,0.669,0.344,0.535,0.253
0.9,500,5,0.1,0.9,0.9,0.669,0.344,0.535,0.253
0.8,1000,3,0.3,0.7,0.6,0.668,0.334,0.563,0.237
0.8,1000,3,0.3,0.7,0.6,0.668,0.334,0.563,0.237
0.8,1000,3,0.3,0.7,0.9,0.668,0.337,0.553,0.242
0.8,1000,3,0.3,0.7,0.9,0.668,0.337,0.553,0.242
0.8,1000,3,0.3,0.7,0.9,0.668,0.337,0.553,0.242
0.8,1000,3,0.3,0.7,0.9,0.668,0.337,0.553,0.242
0.8,1000,3,0.3,0.8,0.6,0.668,0.337,0.549,0.243
0.8,1000,3,0.3,0.8,0.6,0.668,0.337,0.549,0.243
0.8,1000,3,0.4,0.6,0.7,0.668,0.34,0.542,0.247
0.8,1000,3,0.4,0.6,0.7,0.668,0.34,0.542,0.247
0.9,500,5,0.1,0.8,0.9,0.668,0.342,0.535,0.251
0.9,500,5,0.1,0.8,0.9,0.668,0.342,0.535,0.251
0.9,500,5,0.1,0.8,0.9,0.668,0.342,0.535,0.251
0.9,500,5,0.1,0.8,0.9,0.668,0.342,0.535,0.251
0.8,500,5,0.1,0.9,0.9,0.668,0.344,0.528,0.256
0.8,500,5,0.1,0.9,0.9,0.668,0.344,0.528,0.256
0.8,500,5,0.1,0.9,0.9,0.668,0.344,0.528,0.256
0.8,500,5,0.1,0.9,0.9,0.668,0.344,0.528,0.256
0.9,1000,3,0.3,0.6,0.9,0.667,0.335,0.553,0.24
0.9,1000,3,0.3,0.6,0.9,0.667,0.335,0.553,0.24
0.9,1000,3,0.3,0.6,0.9,0.667,0.335,0.553,0.24
0.9,1000,3,0.3,0.6,0.9,0.667,0.335,0.553,0.24
0.8,1000,3,0.3,0.7,0.5,0.667,0.334,0.553,0.239
0.8,1000,3,0.3,0.7,0.5,0.667,0.334,0.553,0.239
0.9,1000,3,0.3,0.6,0.9,0.667,0.335,0.553,0.24
